precision
0.98419204,1.,1.,1.,1.,0.99880739,1.,0.98094688,0.99764429,1.
0.48627564,1.,1.,0.99763454,1.,0.99941176,1.,1.,0.,1.
1.,1.,0.97483909,0.99588719,1.,1.,0.99525504,1.,0.99826389,1.
1.,1.,1.,0.99754601,0.97281666,0.,0.99179848,0.51026995,0.99821322,0.99941623
0.99941072,1.,1.,0.99883109,0.99527466,0.99819603,0.99106611,0.99940012,1.,0.99602047
0.,1.,1.,1.,0.99709471,1.,0.98329493,1.,0.49525504,1.
1.,1.,1.,0.99283154,1.,1.,1.,0.99880952,0.97844583,1.
1.,0.99941894,1.,1.,1.,1.,1.,0.99939795,0.97095672,1.
2.49778696,0.00000000,1.00000000,7.72349874,0.00000000,0.00000000,9.56797235,1.00000000,0.00000000,0.00000000
1.,1.,1.,0.9749709,1.,0.99767171,1.,1.,1.,1.

